"study.ID","synopsis","year","study.design.grouped","continent","country","lat","long"
"JPN140","Non-English language",2014,"After","Asia","Japan",35.13333333,139.1333333
"JPN258","Non-English language",2010,"After","Asia","Japan",35.13333333,139.15
"JPN134","Non-English language",2012,"After","Asia","Japan",35.15,140
"JPN183","Non-English language",1988,"After","Asia","Japan",35.15,135.05
"JPN187","Non-English language",1984,"After","Asia","Japan",35.15,139.15
"JPN208","Non-English language",2005,"After","Asia","Japan",35.15,132.1166667
"JPN272","Non-English language",2011,"After","Asia","Japan",35.15,139.1
"JPN65","Non-English language",1936,"After","Asia","Japan",35.15,136.0833333
"JPN40","Non-English language",2005,"After","Asia","Japan",35.18809524,137.3857143
"JPN318","Non-English language",2012,"After","Asia","Japan",35.3719,136.8104
"JPN326","Non-English language",2017,"After","Asia","Japan",35.4307,134.7994
"JPN249","Non-English language",2001,"After","Asia","Japan",35.54166667,140.1166667
"JPN324","Non-English language",2017,"After","Asia","Japan",35.5508,134.8608
"JPN312","Non-English language",2011,"After","Asia","Japan",35.5517,134.8544
"JPN314","Non-English language",2012,"After","Asia","Japan",35.5517,134.8544
"JPN316","Non-English language",2012,"After","Asia","Japan",35.5517,134.8544
"JPN317","Non-English language",2012,"After","Asia","Japan",35.5517,134.8544
"JPN323","Non-English language",2014,"After","Asia","Japan",35.552,134.8562
"JPN319","Non-English language",2014,"After","Asia","Japan",35.6428,134.8475
"JPN100","Non-English language",1996,"After","Asia","Japan",35.82719298,138.7587719
"JPN102","Non-English language",1994,"After","Asia","Japan",35.86759259,138.7962963
"JPN106","Non-English language",1993,"After","Asia","Japan",35.86759259,138.7962963
"JPN322","Non-English language",2014,"After","Asia","Japan",35.8902,136.0529
"JPN325","Non-English language",2017,"After","Asia","Japan",35.8902,136.0529
"JPN173","Non-English language",2001,"After","Asia","Japan",36,139.0166667
"JPN176","Non-English language",2000,"After","Asia","Japan",36.01666667,139
"JPN248","Non-English language",1996,"After","Asia","Japan",36.01666667,139.1333333
"JPN53","Non-English language",1995,"After","Asia","Japan",36.03333333,139.1166667
"JPN101","Non-English language",1994,"After","Asia","Japan",36.05,138.0666667
"JPN175","Non-English language",2000,"After","Asia","Japan",36.05,140.05
"JPN243","Non-English language",2009,"After","Asia","Japan",36.05,140.05
"JPN255","Non-English language",2003,"After","Asia","Japan",36.05,140.05
"JPN182","Non-English language",1988,"After","Asia","Japan",36.06666667,136.05
"JPN246","Non-English language",1997,"After","Asia","Japan",36.06666667,140.0333333
"JPN124","Non-English language",1989,"After","Asia","Japan",36.08333333,138.1333333
"JPN151","Non-English language",2009,"After","Asia","Japan",36.08333333,137.0833333
"JPN254","Non-English language",1999,"After","Asia","Japan",36.08333333,140.05
"JPN296","Non-English language",2007,"After","Asia","Japan",36.08333333,137.1166667
"JPN122","Non-English language",1989,"After","Asia","Japan",36.1,140.1166667
"JPN268","Non-English language",2012,"After","Asia","Japan",36.13333333,139.15
"JPN247","Non-English language",2009,"After","Asia","Japan",36.15,139.0333333
"JPN93","Non-English language",1998,"After","Asia","Japan",36.15,136.1333333
"JPN50","Non-English language",1989,"After","Asia","Japan",36.37857143,139.3142857
"JPN141","Non-English language",2014,"After","Asia","Japan",37,140.1333333
"JPN112","Non-English language",1991,"After","Asia","Japan",37.06666667,139.0666667
"JPN127","Non-English language",1984,"After","Asia","Japan",38.03333333,141.0166667
"JPN277","Non-English language",2015,"After","Asia","Japan",38.05,140.1166667
"JPN78","Non-English language",1964,"After","Asia","Japan",38.05,138
"JPN313","Non-English language",2011,"After","Asia","Japan",38.066,138.3397
"JPN315","Non-English language",2012,"After","Asia","Japan",38.066,138.3397
"JPN130","Non-English language",2015,"After","Asia","Japan",38.08333333,140.15
"JPN73","Non-English language",1978,"After","Asia","Japan",38.15,141.1166667
"JPN219","Non-English language",1999,"After","Asia","Japan",39.03333333,141.15
"JPN190","Non-English language",1965,"After","Asia","Japan",39.11666667,140.0666667
"JPN262","Non-English language",1970,"After","Asia","Japan",39.15,141.1166667
"JPN126","Non-English language",1985,"After","Asia","Japan",40.1,143.15
"JPN115","Non-English language",1991,"After","Asia","Japan",42,141.0166667
"JPN123","Non-English language",1989,"After","Asia","Japan",42,141.0166667
"JPN125","Non-English language",1988,"After","Asia","Japan",42,141.0166667
"JPN41","Non-English language",2004,"After","Asia","Japan",42,140.0833333
"JPN42","Non-English language",2002,"After","Asia","Japan",42,140.0833333
"JPN48","Non-English language",1991,"After","Asia","Japan",42,140.0833333
"JPN27","Non-English language",2014,"After","Asia","Japan",42.03333333,143.15
"JPN95","Non-English language",1998,"After","Asia","Japan",42.03333333,144.0333333
"JPN13","Non-English language",1988,"After","Asia","Japan",42.11666667,143.1
"JPN15","Non-English language",1986,"After","Asia","Japan",42.11666667,143.1
"JPN200","Non-English language",2008,"After","Asia","Japan",42.11666667,141.05
"JPN291","Non-English language",2009,"After","Asia","Japan",43,141.0166667
"JPN302","Non-English language",2002,"After","Asia","Japan",43.01666667,142.05
"JPN276","Non-English language",2015,"After","Asia","Japan",43.05,141.15
"JPN39","Non-English language",2006,"After","Asia","Japan",43.06666667,141.0333333
"JPN104","Non-English language",1994,"After","Asia","Japan",43.08333333,145.0166667
"JPN45","Non-English language",1996,"After","Asia","Japan",43.1,144.0833333
"JPN49","Non-English language",1989,"After","Asia","Japan",43.13333333,141.0666667
"JPN32","Non-English language",2011,"After","Asia","Japan",43.15,141.0666667
"JPN131","Non-English language",2015,"After","Asia","Japan",43.45555556,141.0777778
"JPN14","Non-English language",1987,"After","Asia","Japan",44.08333333,142.0833333
"JPN2","Non-English language",2015,"After","Asia","Japan",44.08333333,144.15
"JPN236","Non-English language",2009,"After","Asia","Japan",44.15,142
"GER178","Non-English language",1993,"After","Europe","Luxembourg",49.652595,6.031605
"GER181","Non-English language",2011,"After","Europe","Luxembourg",49.775957,6.104458
"SPA65","Non-English language",2010,"After","North America","Mexico",17.887207,-95.138674
"SPA67","Non-English language",2011,"After","North America","Mexico",19.504511,-96.615783
"SPA56","Non-English language",2016,"After","North America","Mexico",21.277968,-89.666757
"SPA13","Non-English language",2011,"After","North America","Mexico",22.520032,100.285293
"SPA71","Non-English language",2006,"After","North America","Mexico",25.686466,-100.316064
"SPA35","Non-English language",2010,"After","North America","Mexico",25.977471,-111.153345
"SPA63","Non-English language",2015,"After","North America","Mexico",31.24367,-113.256757
"SPA55","Non-English language",2014,"After","North America","Mexico",31.869371,-116.666712
"KOR42","Non-English language",2011,"After","NA","NA",37.70555533,128.9
"RUS41","Non-English language",2018,"After","NA","NA",43.56343945,34.2899558
"GER12","Non-English language",2018,"After","NA","NA",47.05147222,14.15244444
"RUS63","Non-English language",2005,"After","NA","NA",52.53258,27.78808
"HUN19","Non-English language",2015,"After","Europe","NA",54.348041,15.275475
"GER37","Non-English language",2015,"After","Europe","Netherlands",50.01775,5.016805556
"SPA18","Non-English language",2004,"After","South America","Peru",79.12583333,6.026944444
"POL2","Non-English language",2019,"After","Europe","Poland",49.11861111,20.08416667
"POL11","Non-English language",2016,"After","Europe","Poland",49.290985,19.975753
"POL5","Non-English language",2018,"After","Europe","Poland",49.427844,20.341522
"POL48","Non-English language",2017,"After","Europe","Poland",49.790623,20.967587
"POL47","Non-English language",2018,"After","Europe","Poland",50.064673,19.945004
"POL26","Non-English language",2007,"After","Europe","Poland",50.208885,19.828374
"POL44","Non-English language",2009,"After","Europe","Poland",50.214402,19.830304
"POL30","Non-English language",2004,"After","Europe","Poland",50.32371967,18.88246117
"POL40","Non-English language",2011,"After","Europe","Poland",50.829682,19.285419
"POL28","Non-English language",2004,"After","Europe","Poland",51.171972,23.522422
"POL29","Non-English language",2004,"After","Europe","Poland",51.336785,19.961535
"POL55","Non-English language",2015,"After","Europe","Poland",51.409558,17.283125
"POL20","Non-English language",2011,"After","Europe","Poland",51.841945,16.59389
"POL62","Non-English language",2010,"After","Europe","Poland",51.842287,19.588565
"POL27","Non-English language",2007,"After","Europe","Poland",51.868605,19.175068
"POL49","Non-English language",2017,"After","Europe","Poland",51.868605,19.175068
"POL7","Non-English language",2017,"After","Europe","Poland",51.935562,15.50629
"POL25","Non-English language",2008,"After","Europe","Poland",52,14.06666667
"POL15","Non-English language",2014,"After","Europe","Poland",52.333374,20.512926
"POL8","Non-English language",2016,"After","Europe","Poland",52.447895,17.275532
"POL9","Non-English language",2016,"After","Europe","Poland",52.702739,23.845769
"POL51","Non-English language",2016,"After","Europe","Poland",52.8462575,15.701049
"POL50","Non-English language",2016,"After","Europe","Poland",52.881217,15.832283
"SPA4","Non-English language",2014,"After","Europe","Portugal",41.370971,-7.502288
"KOR20","Non-English language",2001,"After","Asia","Republic of Korea",33.361962,126.517511
"KOR1","Non-English language",2007,"After","Asia","Republic of Korea",34.300088,126.057586
"KOR16","Non-English language",2017,"After","Asia","Republic of Korea",35.294226,127.530879
"KOR37","Non-English language",2019,"After","Asia","Republic of Korea",35.324248,126.282241
"KOR38","Non-English language",2011,"After","Asia","Republic of Korea",35.337644,127.730513
"KOR33","Non-English language",2019,"After","Asia","Republic of Korea",35.337819,127.730212
"KOR3","Non-English language",2019,"After","Asia","Republic of Korea",35.337889,127.730555
"KOR17","Non-English language",2007,"After","Asia","Republic of Korea",35.340559,127.73685
"KOR4","Non-English language",2019,"After","Asia","Republic of Korea",36.37162867,127.843192
"KOR36","Non-English language",2010,"After","Asia","Republic of Korea",36.469108,127.140006
"KOR15","Non-English language",2017,"After","Asia","Republic of Korea",36.516069,126.655408
"KOR40","Non-English language",2015,"After","Asia","Republic of Korea",36.742262,128.679539
"KOR14","Non-English language",2014,"After","Asia","Republic of Korea",36.973417,128.026472
"KOR39","Non-English language",2013,"After","Asia","Republic of Korea",37.162712,128.985116
"KOR22","Non-English language",2010,"After","Asia","Republic of Korea",37.282315,129.141691
"KOR23","Non-English language",2006,"After","Asia","Republic of Korea",37.282315,129.141691
"KOR27","Non-English language",2013,"After","Asia","Republic of Korea",37.283348,127.009688
"KOR11","Non-English language",2005,"After","Asia","Republic of Korea",37.30753,126.670871
"KOR12","Non-English language",2016,"After","Asia","Republic of Korea",37.30753,126.670871
"KOR46","Non-English language",2011,"After","Asia","Republic of Korea",37.405684,127.114856
"KOR5","Non-English language",2015,"After","Asia","Republic of Korea",37.4475088,127.0050889
"KOR29","Non-English language",2008,"After","Asia","Republic of Korea",37.455849,127.019432
"KOR31","Non-English language",2011,"After","Asia","Republic of Korea",37.460529,126.953279
"KOR21","Non-English language",2010,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR24","Non-English language",2019,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR26","Non-English language",2010,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR28","Non-English language",2006,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR34","Non-English language",2009,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR35","Non-English language",2009,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR41","Non-English language",2019,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR44","Non-English language",2018,"After","Asia","Republic of Korea",37.557397,126.988168
"KOR18","Non-English language",2013,"After","Asia","Republic of Korea",37.571019,127.025822
"KOR30","Non-English language",2015,"After","Asia","Republic of Korea",37.583531,127.236876
"KOR43","Non-English language",2019,"After","Asia","Republic of Korea",37.584206,127.055759
"KOR6","Non-English language",2017,"After","Asia","Republic of Korea",37.74887585,127.1860847
"KOR32","Non-English language",2018,"After","Asia","Republic of Korea",37.816861,126.784611
"RUS40","Non-English language",2018,"After","Europe","Russia",43.56343945,34.2899558
"RUS68","Non-English language",2003,"After","Europe","Russia",46.64945,37.77691
"RUS51","Non-English language",2004,"After","Europe","Russia",47.11786,142.92897
"RUS35","Non-English language",2019,"After","Europe","Russia",48.720927,44.355391
"RUS18","Non-English language",2018,"After","Europe","Russia",49.344576,46.850738
"RUS65","Non-English language",2010,"After","Europe","Russia",49.4,46.8
"JPN66","Non-English language",1935,"After","Europe","Russia",50.1,142.1166667
"RUS22","Non-English language",2020,"After","Europe","Russia",50.917831,45.566872
"RUS74","Non-English language",2004,"After","Europe","Russia",51.28774,94.56186
"RUS67","Non-English language",2013,"After","Europe","Russia",52.2,60.35
"RUS58","Non-English language",2016,"After","Europe","Russia",52.5,34
"RUS36","Non-English language",2019,"After","Europe","Russia",53.023938,116.968051
"RUS69","Non-English language",2003,"After","Europe","Russia",53.23366,58.62487
"RUS70","Non-English language",2005,"After","Europe","Russia",53.28333,35.3
"RUS64","Non-English language",2009,"After","Europe","Russia",53.711182,42.90412375
"RUS1","Non-English language",2017,"After","Europe","Russia",54.396378,90.217183
"RUS61","Non-English language",2009,"After","Europe","Russia",54.49056,90.29111
"RUS28","Non-English language",2018,"After","Europe","Russia",55.543859,55.4858595
"RUS21","Non-English language",2019,"After","Europe","Russia",55.649703,43.600026
"RUS56","Non-English language",2011,"After","Europe","Russia",56.5,32.91667
"RUS37","Non-English language",2019,"After","Europe","Russia",56.97691177,29.87680397
"RUS75","Non-English language",2012,"After","Europe","Russia",57.93074,33.09563
"RUS73","Non-English language",2011,"After","Europe","Russia",58.42,61.2
"RUS26","Non-English language",2017,"After","Europe","Russia",58.924384,61.906144
"RUS27","Non-English language",2017,"After","Europe","Russia",58.924384,61.906144
"RUS29","Non-English language",2018,"After","Europe","Russia",58.924384,61.906144
"RUS30","Non-English language",2019,"After","Europe","Russia",58.924384,61.906144
"RUS31","Non-English language",2020,"After","Europe","Russia",58.924384,61.906144
"RUS19","Non-English language",2019,"After","Europe","Russia",58.948296,37.6086565
"RUS76","Non-English language",2011,"After","Europe","Russia",59.95,30.31
"RUS47","Non-English language",2011,"After","Europe","Russia",60.243458,59.164365
"RUS49","Non-English language",2010,"After","Europe","Russia",61.259756,105.318776
"RUS72","Non-English language",2014,"After","Europe","Russia",62.2629,53.64326
"RUS11","Non-English language",2019,"After","Europe","Russia",63.985181,95.056982
"RUS2","Non-English language",2019,"After","Europe","Russia",64.595793,50.820184
"RUS4","Non-English language",2020,"After","Europe","Russia",66.627552,57.131973
"RUS9","Non-English language",2018,"After","Europe","Russia",66.7648,33.633
"RUS42","Non-English language",2018,"After","Europe","Russia",68.937097,33.066075
"RUS52","Non-English language",2007,"After","Europe","Russia",73.235205,140.581205
"FRE88","Non-English language",2002,"After","Asia","Saudi Arabia",22.06841667,41.00197222
"FRE24","Non-English language",2014,"After","Africa","Senegal",13.99555556,12.99611111
"SPA31","Non-English language",2003,"After","Europe","Spain",37.042729,-6.434446
"SPA44","Non-English language",2011,"After","Europe","Spain",38.164597,-0.47443
"SPA22","Non-English language",1973,"After","Europe","Spain",39.475276,-6.372425
"SPA42","Non-English language",2004,"After","Europe","Spain",40.462937,-3.755445
"SPA32","Non-English language",2007,"After","Europe","Spain",40.83207,0.328013
"SPA34","Non-English language",2009,"After","Europe","Spain",41.1372,1.244305
"SPA36","Non-English language",2009,"After","Europe","Spain",41.385064,2.173402
"SPA15","Non-English language",2011,"After","Europe","Spain",41.442294,2.101687
"SPA30","Non-English language",2002,"After","Europe","Spain",41.591159,1.520862
"SPA33","Non-English language",2007,"After","Europe","Spain",41.615758,2.470944
"SPA2","Non-English language",2012,"After","Europe","Spain",41.929184,-1.886599
"SPA1","Non-English language",2001,"After","Europe","Spain",42.287073,-2.539603
"SPA5","Non-English language",2017,"After","Europe","Spain",42.666539,-2.249903
"SPA3","Non-English language",2013,"After","Europe","Spain",42.695391,-1.676069
"SPA16","Non-English language",2016,"After","Europe","Spain",42.857868,-2.645213
"SPA29","Non-English language",2001,"After","Europe","Spain",43.127583,-6.534183
"GER24","Non-English language",2003,"After","Europe","Switzerland",45.00244444,8.134666667
"GER172","Non-English language",2004,"After","Europe","Switzerland",46.708479,8.299873
"GER4","Non-English language",1980,"After","Europe","Switzerland",46.762786,8.239675
"GER128","Non-English language",2001,"After","Europe","Switzerland",46.904167,7.516667
"GER29","Non-English language",2008,"After","Europe","Switzerland",47.00127778,7.151444444
"GER30","Non-English language",2008,"After","Europe","Switzerland",47.00127778,7.151444444
"GER68","Non-English language",2005,"After","Europe","Switzerland",47.077686,8.743523
"GER198","Non-English language",2007,"After","Europe","Switzerland",47.10972222,8.093055556
"GER104","Non-English language",2005,"After","Europe","Switzerland",47.299462,8.814185
"GER227","Non-English language",2010,"After","Europe","Switzerland",47.42,9.37
"ARB4","Non-English language",2013,"After","Asia","Syria",34.802076,38.996814
"ARB5","Non-English language",2008,"After","Asia","Syria",34.881589,35.888866
"ARB7","Non-English language",2007,"After","Asia","Syria",35.526541,35.7953
"ARB6","Non-English language",2009,"After","Asia","Syria",35.56819444,36.15236111
"ARB2","Non-English language",2013,"After","Asia","Syria",36.01998571,40.67092857
"TCH4","Non-English language",2007,"After","Asia","Taiwan",21.948293,120.780088
"TCH5","Non-English language",2009,"After","Asia","Taiwan",21.948293,120.780088
"TCH9","Non-English language",2012,"After","Asia","Taiwan",21.948293,120.780088
"FRE27","Non-English language",2009,"After","Africa","Togo",8.948603,1.057436
"FRE2","Non-English language",2012,"After","Africa","Tunisia",10.03333333,32.13333333
"RUS55","Non-English language",2008,"After","Europe","Ukraine",49.96667,37.36667
"JPN267","Non-English language",2005,"After","Asia","United Arab Emirates",24.08333333,54.03333333
"GER27","Non-English language",2007,"After","North America","United States",29.03369444,95.05194444
"GER28","Non-English language",2007,"After","North America","United States",39.08380556,104.1016667
"RUS23","Non-English language",2020,"After","Asia","Vietnam",50.863357,45.59593
"SCH33","Non-English language",2008,"BACI","Asia","China",18.06,108.16
"SCH23","Non-English language",2008,"BACI","Asia","China",28.22,112.93
"SCH58","Non-English language",2013,"BACI","Asia","China",30.29,101.27
"SCH101","Non-English language",2012,"BACI","Asia","China",31.6,119.02
"SCH57","Non-English language",2008,"BACI","Asia","China",36.6,116.16
"SCH76","Non-English language",2011,"BACI","Asia","China",37.78,118.13
"SCH6","Non-English language",2004,"BACI","Asia","China",40.01,86.11
"SPA17","Non-English language",2008,"BACI","North America","Costa Rica",9.991311,-83.041508
"FRE54","Non-English language",2001,"BACI","Europe","France",43.00077778,6.035277778
"FRE31","Non-English language",2018,"BACI","Europe","France",43.00147222,6.01775
"GER134","Non-English language",2006,"BACI","Europe","Germany",48.11775,11.15088889
"GER139","Non-English language",2009,"BACI","Europe","Germany",51.05055556,9.118944444
"GER53","Non-English language",2010,"BACI","Europe","Germany",51.10213889,10.01761111
"GER169","Non-English language",2009,"BACI","Europe","Germany",51.525392,11.871698
"HUN11","Non-English language",2010,"BACI","Europe","Hungary",46.01761111,17.05201389
"HUN2","Non-English language",2010,"BACI","Europe","Hungary",46.589875,19.19545844
"HUN25","Non-English language",2012,"BACI","Europe","Hungary",47.01927778,19.15002778
"HUN30","Non-English language",2012,"BACI","Europe","Hungary",47.08533333,20.06886111
"HUN15","Non-English language",2012,"BACI","Europe","Hungary",47.795833,19.236944
"PRS4","Non-English language",2013,"BACI","Asia","Iran",31.12527778,50.01416667
"JPN206","Non-English language",2005,"BACI","Asia","Japan",34.01666667,134.05
"JPN240","Non-English language",2005,"BACI","Asia","Japan",35,134.0166667
"JPN193","Non-English language",2012,"BACI","Asia","Japan",35.06666667,136.0166667
"JPN194","Non-English language",2011,"BACI","Asia","Japan",35.06666667,136.0166667
"JPN196","Non-English language",2010,"BACI","Asia","Japan",35.06666667,136.0166667
"JPN199","Non-English language",2009,"BACI","Asia","Japan",35.06666667,136.0166667
"JPN286","Non-English language",2010,"BACI","Asia","Japan",35.06666667,133.0333333
"JPN136","Non-English language",2008,"BACI","Asia","Japan",35.11666667,132.1333333
"JPN145","Non-English language",2012,"BACI","Asia","Japan",35.11666667,137.0333333
"JPN245","Non-English language",2011,"BACI","Asia","Japan",35.11666667,140
"JPN197","Non-English language",2010,"BACI","Asia","Japan",35.15,132.1166667
"JPN11","Non-English language",1991,"BACI","Asia","Japan",36.05,140
"JPN237","Non-English language",2014,"BACI","Asia","Japan",36.05,139.0333333
"JPN163","Non-English language",2006,"BACI","Asia","Japan",36.06666667,137.05
"JPN97","Non-English language",1997,"BACI","Asia","Japan",36.075,139.15
"JPN177","Non-English language",1993,"BACI","Asia","Japan",36.1,138.0666667
"JPN179","Non-English language",1992,"BACI","Asia","Japan",36.1,138.0666667
"JPN149","Non-English language",2011,"BACI","Asia","Japan",37,140.1333333
"JPN207","Non-English language",2005,"BACI","Asia","Japan",38.01666667,140.15
"JPN231","Non-English language",2014,"BACI","Asia","Japan",39.03333333,141.15
"JPN244","Non-English language",2007,"BACI","Asia","Japan",39.08333333,141.0833333
"JPN299","Non-English language",2004,"BACI","Asia","Japan",39.08333333,141.0833333
"JPN167","Non-English language",2005,"BACI","Asia","Japan",43.1,154.0666667
"JPN169","Non-English language",2004,"BACI","Asia","Japan",43.1,142.1166667
"JPN38","Non-English language",2007,"BACI","Asia","Japan",43.13333333,135.1166667
"JPN265","Non-English language",1996,"BACI","Asia","Japan",44.11666667,142.1166667
"SPA58","Non-English language",2018,"BACI","North America","Mexico",18.597554,-95.101675
"HUN34","Non-English language",2012,"BACI","NA","NA",46.11680556,21.06880556
"HUN39","Non-English language",2015,"BACI","Europe","NA",47.15086111,19.08413889
"POL43","Non-English language",2009,"BACI","Europe","Poland",49.527972,20.209517
"POL3","Non-English language",2019,"BACI","Europe","Poland",50.683758,23.127741
"POL31","Non-English language",2016,"BACI","Europe","Poland",50.896025,20.914548
"RUS8","Non-English language",2018,"BACI","Europe","Russia",53.219626,95.266824
"SPA43","Non-English language",2013,"BACI","Europe","Spain",37.218053,-6.957134
"TCH8","Non-English language",2012,"BACI","Asia","Taiwan",23.009802,120.141436
"TRK2","Non-English language",2006,"BACI","Europe","Turkey",41.015137,-27.02047
"SPA112","Non-English language",2003,"BA","South America","Argentina",-27.67,-65.76
"POR11","Non-English language",2002,"BA","South America","Brazil",-30.038144,-30.038144
"POR45","Non-English language",2010,"BA","South America","Brazil",-27.626394,-48.456131
"POR61","Non-English language",2010,"BA","South America","Brazil",-23.07,-50.92
"POR46","Non-English language",2002,"BA","South America","Brazil",-22.909783,-43.209571
"POR36","Non-English language",2008,"BA","South America","Brazil",-21.85,-41.233333
"POR41","Non-English language",2009,"BA","South America","Brazil",-21.849849,-41.233691
"POR16","Non-English language",2011,"BA","South America","Brazil",-18.904235,-48.234259
"POR48","Non-English language",2008,"BA","South America","Brazil",-17.23307,-51.448596
"POR4","Non-English language",2002,"BA","South America","Brazil",-12.97374232,-38.51148575
"FRE12","Non-English language",2009,"BA","North America","Canada",45.46805556,74.01666667
"SPA52","Non-English language",2013,"BA","South America","Chile",-36.707459,-72.527498
"SPA51","Non-English language",2002,"BA","South America","Chile",-33.792086,-71.688152
"SCH48","Non-English language",2000,"BA","Asia","China",24.09,102.05
"SCH52","Non-English language",1998,"BA","Asia","China",25,117.54
"SCH75","Non-English language",2014,"BA","Asia","China",26.16,99.08
"SCH35","Non-English language",2009,"BA","Asia","China",28.04,109.03
"SCH9","Non-English language",2015,"BA","Asia","China",29.32,89.13
"SCH36","Non-English language",2012,"BA","Asia","China",30.07,103.12
"SCH97","Non-English language",2006,"BA","Asia","China",30.240915,112.289136
"SCH85","Non-English language",2007,"BA","Asia","China",31,122.07
"SCH41","Non-English language",2006,"BA","Asia","China",33.08,120.15
"SCH91","Non-English language",2017,"BA","Asia","China",33.140172,119.788925
"SCH39","Non-English language",2014,"BA","Asia","China",39,95
"SCH45","Non-English language",2013,"BA","Asia","China",46.05,123.15
"SCH18","Non-English language",2011,"BA","Asia","China",90.06,32.73
"SCH16","Non-English language",2000,"BA","Asia","China",104,30.68
"SCH17","Non-English language",2005,"BA","Asia","China",104,30.68
"SCH15","Non-English language",1999,"BA","Asia","China",120.58,31.19
"SCH5","Non-English language",2008,"BA","Asia","China",215.17,67.12
"SPA95","Non-English language",2006,"BA","South America","Colombia",4.01,-75.61
"SPA96","Non-English language",2006,"BA","South America","Colombia",4.01,-75.61
"SPA80","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA81","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA82","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA83","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA84","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA85","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA86","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA87","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA88","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA89","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA90","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA91","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA92","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA93","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"SPA94","Non-English language",2006,"BA","South America","Colombia",10.89,-73.68
"FRE23","Non-English language",2019,"BA","Africa","Democratic Republic of the Congo",0.877579,24.473238
"FRE22","Non-English language",2016,"BA","Africa","Democratic Republic of the Congo",4.00137,29.332568
"GER224","Non-English language",2003,"BA","Europe","Denmark",55.33,10.23
"FRE33","Non-English language",2016,"BA","Europe","France",42.87212222,6.054838889
"FRE50","Non-English language",2009,"BA","Europe","France",43.00025,6.052194444
"FRE7","Non-English language",2015,"BA","Europe","France",43.00055556,6.018055556
"FRE8","Non-English language",2015,"BA","Europe","France",43.00055556,6.018055556
"FRE9","Non-English language",2015,"BA","Europe","France",43.00055556,6.018055556
"FRE32","Non-English language",2017,"BA","Europe","France",43.00147222,6.01775
"FRE48","Non-English language",2010,"BA","Europe","France",43.00269444,6.083472222
"FRE40","Non-English language",2014,"BA","Europe","France",43.11780556,6.035
"FRE91","Non-English language",2010,"BA","Europe","France",44.58,-0.09
"FRE93","Non-English language",2010,"BA","Europe","France",46.22,2.22
"FRE67","Non-English language",2005,"BA","Europe","France",47.10204167,1.500958333
"FRE76","Non-English language",2003,"BA","Europe","France",48.01758333,7.134833333
"FRE68","Non-English language",2005,"BA","Europe","France",48.10030556,4.051083333
"FRE90","Non-English language",2001,"BA","Europe","France",49.05025,0.001333333
"GER145","Non-English language",2006,"BA","Europe","Germany",47.13347222,12.15269444
"GER76","Non-English language",2002,"BA","Europe","Germany",47.922863,8.547659
"GER63","Non-English language",2008,"BA","Europe","Germany",47.933983,12.897228
"GER70","Non-English language",2004,"BA","Europe","Germany",47.941513,12.894371
"GER46","Non-English language",1985,"BA","Europe","Germany",48.00066667,9.152027778
"GER47","Non-English language",1988,"BA","Europe","Germany",48.11672222,9.117
"GER58","Non-English language",2016,"BA","Europe","Germany",48.13594444,10.03522222
"GER148","Non-English language",2013,"BA","Europe","Germany",48.520312,13.711969
"GER159","Non-English language",2014,"BA","Europe","Germany",48.744201,11.273703
"GER164","Non-English language",1999,"BA","Europe","Germany",48.959657,13.394748
"GER163","Non-English language",1975,"BA","Europe","Germany",49.054404,8.32839
"GER50","Non-English language",1997,"BA","Europe","Germany",49.15213889,11.05047222
"GER94","Non-English language",1993,"BA","Europe","Germany",49.365825,7.178539
"GER85","Non-English language",1997,"BA","Europe","Germany",49.484083,7.255273
"GER152","Non-English language",2016,"BA","Europe","Germany",49.497616,11.195019
"GER131","Non-English language",2011,"BA","Europe","Germany",50.03513889,11.11838889
"GER102","Non-English language",2004,"BA","Europe","Germany",50.114397,10.967205
"GER2","Non-English language",1967,"BA","Europe","Germany",50.11777778,8.151638889
"GER93","Non-English language",1993,"BA","Europe","Germany",50.700019,6.79348
"GER142","Non-English language",2003,"BA","Europe","Germany",50.97103,10.396291
"GER144","Non-English language",2007,"BA","Europe","Germany",51.01794444,10.01833333
